speed,acceleration,steering_angle,distance_ahead,lane_position,traffic_density,traffic_light,obstacle_detected,road_condition,weather,road_curvature,action
45.34,-3.87,-6.6,76.02,CENTER,LOW,GREEN,NO,DRY,CLEAR,LEFT,MAINTAIN_SPEED
67.53,1.55,21.81,18.92,CENTER,LOW,GREEN,NO,DRY,CLEAR,LEFT,TURN_LEFT
57.89,-0.39,-10.9,26.17,RIGHT,MEDIUM,GREEN,NO,DRY,RAIN,RIGHT,TURN_RIGHT
148.64,-6.61,-4.15,16.04,CENTER,LOW,GREEN,NO,DRY,CLEAR,STRAIGHT,BRAKE
65.62,4.73,2.96,75.65,RIGHT,LOW,GREEN,NO,DRY,CLEAR,RIGHT,MAINTAIN_SPEED
106.63,-0.65,10.68,126.66,CENTER,LOW,GREEN,NO,WET,RAIN,STRAIGHT,MAINTAIN_SPEED
100.1,6.21,-24.84,11.67,CENTER,HIGH,GREEN,NO,WET,CLEAR,STRAIGHT,BRAKE
17.27,-0.84,-35.48,40.86,CENTER,HIGH,GREEN,NO,WET,FOG,LEFT,TURN_LEFT
26.63,-1.82,-4.04,58.92,LEFT,LOW,GREEN,NO,DRY,CLEAR,RIGHT,MAINTAIN_SPEED
106.65,-1.51,-2.55,34.5,RIGHT,LOW,YELLOW,NO,DRY,CLEAR,STRAIGHT,BRAKE
148.74,-0.23,-16.75,183.43,CENTER,MEDIUM,YELLOW,NO,DRY,CLEAR,STRAIGHT,BRAKE
24.71,1.23,18.84,191.3,CENTER,HIGH,GREEN,NO,WET,RAIN,STRAIGHT,CHANGE_LANE_RIGHT
83.9,-2.34,-5.57,91.23,CENTER,MEDIUM,NONE,NO,DRY,RAIN,STRAIGHT,MAINTAIN_SPEED
34.13,0.29,22.39,40.56,CENTER,HIGH,GREEN,NO,SLIPPERY,CLEAR,RIGHT,TURN_RIGHT
9.12,-2.91,4.67,146.52,CENTER,HIGH,GREEN,NO,DRY,RAIN,STRAIGHT,CHANGE_LANE_RIGHT
5.83,-2.7,11.58,37.87,CENTER,MEDIUM,RED,NO,WET,CLEAR,RIGHT,BRAKE
26.83,-1.55,15.03,85.93,CENTER,HIGH,GREEN,NO,WET,RAIN,STRAIGHT,CHANGE_LANE_RIGHT
28.37,-0.25,3.1,15.15,RIGHT,LOW,RED,NO,WET,CLEAR,RIGHT,BRAKE
134.79,-0.52,13.43,98.27,CENTER,MEDIUM,YELLOW,YES,DRY,CLEAR,RIGHT,BRAKE
45.19,2.89,15.7,26.9,CENTER,MEDIUM,GREEN,NO,DRY,FOG,STRAIGHT,MAINTAIN_SPEED
83.15,2.79,-9.65,196.38,LEFT,MEDIUM,YELLOW,YES,WET,FOG,LEFT,BRAKE
113.43,6.5,9.72,172.82,CENTER,LOW,RED,YES,DRY,CLEAR,LEFT,STOP
119.54,1.48,-26.92,193.75,RIGHT,HIGH,NONE,YES,WET,CLEAR,STRAIGHT,CHANGE_LANE_LEFT
120.45,2.05,16.79,182.09,CENTER,HIGH,GREEN,YES,DRY,CLEAR,LEFT,TURN_LEFT
45.23,-0.87,3.17,113.05,CENTER,HIGH,GREEN,NO,DRY,CLEAR,STRAIGHT,CHANGE_LANE_RIGHT
55.8,-2.01,2.61,198.96,CENTER,MEDIUM,GREEN,NO,DRY,CLEAR,STRAIGHT,MAINTAIN_SPEED
133.93,0.25,3.29,184.29,CENTER,LOW,YELLOW,NO,WET,CLEAR,STRAIGHT,BRAKE
9.67,-1.42,-13.45,182.54,CENTER,MEDIUM,GREEN,NO,WET,CLEAR,STRAIGHT,ACCELERATE
102.11,1.71,-10.82,156.5,CENTER,LOW,GREEN,NO,DRY,CLEAR,STRAIGHT,MAINTAIN_SPEED
49.25,-2.31,23.09,144.09,LEFT,MEDIUM,GREEN,NO,DRY,RAIN,RIGHT,TURN_RIGHT
77.25,2.83,5.08,181.61,RIGHT,MEDIUM,GREEN,YES,DRY,CLEAR,STRAIGHT,MAINTAIN_SPEED
147.21,-4.82,16.39,100.95,CENTER,LOW,RED,NO,DRY,RAIN,STRAIGHT,STOP
94.29,-0.58,-5.58,133.63,RIGHT,HIGH,NONE,YES,DRY,CLEAR,STRAIGHT,MAINTAIN_SPEED
99.29,0.73,12.87,140.51,CENTER,MEDIUM,YELLOW,YES,DRY,FOG,RIGHT,BRAKE
54.67,2.31,14.89,75.67,RIGHT,MEDIUM,NONE,YES,DRY,CLEAR,STRAIGHT,MAINTAIN_SPEED
104.07,6.48,2.1,158.64,RIGHT,HIGH,GREEN,NO,DRY,CLEAR,RIGHT,MAINTAIN_SPEED
47.03,-3.16,-23.19,110.97,CENTER,HIGH,GREEN,NO,DRY,CLEAR,STRAIGHT,CHANGE_LANE_LEFT
71.03,-2.19,16.3,50.7,RIGHT,HIGH,GREEN,NO,DRY,RAIN,RIGHT,TURN_RIGHT
126.28,-0.68,-1.64,4.56,LEFT,HIGH,NONE,YES,DRY,FOG,STRAIGHT,STOP
30.63,-3.43,-11.26,139.1,RIGHT,HIGH,GREEN,NO,WET,CLEAR,STRAIGHT,CHANGE_LANE_LEFT
103.47,1.3,0.99,150.98,CENTER,LOW,GREEN,NO,DRY,CLEAR,STRAIGHT,MAINTAIN_SPEED
91.05,-0.64,-15.95,118.94,RIGHT,HIGH,GREEN,YES,DRY,CLEAR,STRAIGHT,CHANGE_LANE_LEFT
20.91,-2.81,1.53,183.75,LEFT,LOW,NONE,NO,SLIPPERY,RAIN,STRAIGHT,MAINTAIN_SPEED
124.76,-6.37,-25.42,155.13,LEFT,LOW,GREEN,NO,DRY,CLEAR,STRAIGHT,MAINTAIN_SPEED
9.49,-1.13,6.38,17.77,RIGHT,HIGH,RED,NO,DRY,FOG,RIGHT,BRAKE
144.12,-0.87,-16.47,49.77,LEFT,MEDIUM,GREEN,NO,DRY,FOG,RIGHT,TURN_RIGHT
62.94,-5.08,15.16,84.77,CENTER,HIGH,GREEN,NO,WET,CLEAR,RIGHT,TURN_RIGHT
146.61,-4.1,1.31,195.09,CENTER,MEDIUM,GREEN,NO,WET,RAIN,STRAIGHT,MAINTAIN_SPEED
62.3,1.57,-19.35,191.06,RIGHT,MEDIUM,RED,NO,DRY,CLEAR,STRAIGHT,STOP
64.78,2.28,7.41,196.16,CENTER,MEDIUM,GREEN,NO,WET,CLEAR,STRAIGHT,MAINTAIN_SPEED
134.18,-0.93,10.19,157.35,RIGHT,HIGH,RED,NO,DRY,CLEAR,LEFT,STOP
2.16,0.18,6.95,164.91,CENTER,MEDIUM,GREEN,NO,DRY,CLEAR,STRAIGHT,ACCELERATE
89.4,-0.04,-12.95,38.51,RIGHT,HIGH,YELLOW,NO,DRY,CLEAR,STRAIGHT,BRAKE
103.49,0.7,-1.45,101.51,LEFT,HIGH,GREEN,YES,DRY,CLEAR,LEFT,MAINTAIN_SPEED
104.76,-0.54,15.05,11.38,CENTER,HIGH,GREEN,NO,WET,CLEAR,LEFT,TURN_LEFT
127.38,3.06,-10.05,46.99,LEFT,MEDIUM,GREEN,NO,WET,CLEAR,STRAIGHT,MAINTAIN_SPEED
95.05,0.73,-4.66,14.17,CENTER,HIGH,GREEN,NO,DRY,CLEAR,STRAIGHT,BRAKE
11.75,3.54,12.86,190.87,LEFT,LOW,GREEN,NO,WET,FOG,STRAIGHT,ACCELERATE
125.62,2.22,-12.92,176.58,RIGHT,HIGH,GREEN,NO,WET,CLEAR,RIGHT,TURN_RIGHT
70.44,2.85,5.08,79.33,CENTER,LOW,YELLOW,YES,WET,CLEAR,STRAIGHT,BRAKE
108.5,-3.43,12.99,132.26,RIGHT,LOW,YELLOW,NO,WET,CLEAR,LEFT,BRAKE
70.95,-4.44,-10.75,80.67,RIGHT,LOW,RED,NO,WET,FOG,LEFT,STOP
26.71,-0.2,11.66,28.04,CENTER,MEDIUM,GREEN,NO,DRY,CLEAR,RIGHT,TURN_RIGHT
54.35,-1.09,-3.49,34.21,LEFT,MEDIUM,RED,NO,DRY,RAIN,LEFT,BRAKE
3.82,-2.32,1.22,27.02,RIGHT,HIGH,YELLOW,YES,DRY,RAIN,RIGHT,BRAKE
84.69,0.91,3.19,174.98,CENTER,HIGH,YELLOW,NO,WET,CLEAR,STRAIGHT,BRAKE
43.22,-2.18,-31.25,144.04,CENTER,HIGH,GREEN,YES,DRY,CLEAR,STRAIGHT,CHANGE_LANE_LEFT
57.99,-2.13,7.32,145.09,RIGHT,HIGH,RED,YES,DRY,CLEAR,RIGHT,STOP
79.32,-3.44,-7.36,131.11,CENTER,MEDIUM,YELLOW,YES,DRY,CLEAR,LEFT,BRAKE
129.08,-4.6,14.06,65.64,LEFT,MEDIUM,GREEN,NO,WET,CLEAR,STRAIGHT,MAINTAIN_SPEED
140.89,1.49,-7.0,56.88,CENTER,MEDIUM,NONE,NO,DRY,CLEAR,STRAIGHT,MAINTAIN_SPEED
78.93,-0.56,-13.79,152.7,RIGHT,MEDIUM,GREEN,NO,DRY,CLEAR,LEFT,TURN_LEFT
122.82,-2.47,-4.74,170.38,RIGHT,HIGH,GREEN,NO,DRY,CLEAR,RIGHT,MAINTAIN_SPEED
86.31,2.53,2.29,76.99,CENTER,HIGH,NONE,NO,DRY,CLEAR,STRAIGHT,CHANGE_LANE_RIGHT
39.96,2.33,-7.35,60.05,CENTER,LOW,NONE,NO,DRY,CLEAR,STRAIGHT,MAINTAIN_SPEED
149.67,3.8,41.5,42.84,CENTER,HIGH,GREEN,YES,DRY,RAIN,STRAIGHT,CHANGE_LANE_RIGHT
89.75,0.58,8.73,140.6,LEFT,MEDIUM,GREEN,NO,WET,CLEAR,LEFT,TURN_LEFT
127.89,4.6,-12.49,101.34,CENTER,HIGH,GREEN,NO,SLIPPERY,CLEAR,STRAIGHT,BRAKE
84.66,-1.95,16.83,75.07,CENTER,MEDIUM,NONE,NO,DRY,CLEAR,RIGHT,TURN_RIGHT
30.06,-2.99,8.67,156.07,CENTER,HIGH,GREEN,NO,WET,CLEAR,STRAIGHT,CHANGE_LANE_RIGHT
122.48,-2.78,-10.13,68.59,CENTER,HIGH,NONE,NO,DRY,CLEAR,STRAIGHT,CHANGE_LANE_LEFT
74.21,1.88,-10.04,49.36,RIGHT,LOW,YELLOW,YES,DRY,FOG,RIGHT,BRAKE
60.33,0.82,-26.99,52.42,LEFT,HIGH,GREEN,NO,DRY,CLEAR,STRAIGHT,MAINTAIN_SPEED
30.88,-3.31,3.0,102.85,CENTER,HIGH,NONE,NO,DRY,CLEAR,STRAIGHT,CHANGE_LANE_RIGHT
41.94,-3.97,-10.71,62.46,CENTER,LOW,NONE,NO,WET,CLEAR,STRAIGHT,MAINTAIN_SPEED
29.42,-4.08,8.83,57.67,CENTER,MEDIUM,GREEN,NO,DRY,RAIN,LEFT,TURN_LEFT
52.08,3.33,25.43,68.97,LEFT,MEDIUM,GREEN,NO,WET,RAIN,LEFT,TURN_LEFT
76.98,-2.91,1.38,9.14,CENTER,LOW,GREEN,NO,DRY,RAIN,LEFT,MAINTAIN_SPEED
4.84,2.93,6.1,16.84,RIGHT,MEDIUM,GREEN,NO,WET,CLEAR,LEFT,MAINTAIN_SPEED
56.34,0.2,11.18,144.92,CENTER,LOW,NONE,NO,DRY,RAIN,STRAIGHT,MAINTAIN_SPEED
10.42,1.7,-13.48,55.98,CENTER,LOW,YELLOW,NO,SLIPPERY,RAIN,LEFT,TURN_LEFT
11.01,-2.62,4.09,153.12,CENTER,LOW,GREEN,NO,DRY,CLEAR,STRAIGHT,ACCELERATE
106.27,-1.31,-0.6,198.7,CENTER,MEDIUM,GREEN,NO,DRY,CLEAR,STRAIGHT,MAINTAIN_SPEED
61.86,-0.35,-4.74,192.46,CENTER,HIGH,NONE,NO,DRY,CLEAR,STRAIGHT,CHANGE_LANE_LEFT
24.48,-0.63,-0.71,71.93,RIGHT,MEDIUM,GREEN,NO,DRY,CLEAR,STRAIGHT,MAINTAIN_SPEED
57.11,0.45,-14.33,27.48,LEFT,LOW,NONE,NO,DRY,CLEAR,STRAIGHT,MAINTAIN_SPEED
46.19,-2.72,12.99,97.2,CENTER,MEDIUM,YELLOW,YES,SLIPPERY,CLEAR,LEFT,TURN_LEFT
23.63,5.94,-14.93,148.5,RIGHT,MEDIUM,GREEN,NO,DRY,CLEAR,LEFT,TURN_LEFT
113.73,-1.24,21.17,42.23,RIGHT,LOW,GREEN,NO,SLIPPERY,CLEAR,RIGHT,BRAKE
124.88,2.62,6.39,161.09,CENTER,HIGH,GREEN,NO,DRY,RAIN,STRAIGHT,CHANGE_LANE_RIGHT
36.43,2.24,15.9,3.68,CENTER,MEDIUM,GREEN,YES,DRY,RAIN,RIGHT,STOP
82.79,1.91,12.72,154.83,CENTER,HIGH,GREEN,NO,SLIPPERY,RAIN,STRAIGHT,BRAKE
139.36,-3.73,-7.74,17.81,RIGHT,MEDIUM,YELLOW,YES,WET,CLEAR,STRAIGHT,BRAKE
15.76,-0.98,-5.31,107.55,CENTER,MEDIUM,RED,NO,SLIPPERY,FOG,STRAIGHT,BRAKE
111.22,1.53,-30.39,46.96,CENTER,LOW,YELLOW,NO,DRY,CLEAR,STRAIGHT,BRAKE
68.36,1.81,-7.07,54.35,CENTER,LOW,GREEN,NO,DRY,CLEAR,RIGHT,MAINTAIN_SPEED
140.1,3.89,17.7,74.42,LEFT,HIGH,GREEN,NO,DRY,CLEAR,STRAIGHT,CHANGE_LANE_RIGHT
58.41,-4.57,13.13,146.96,CENTER,LOW,GREEN,NO,DRY,CLEAR,STRAIGHT,MAINTAIN_SPEED
136.36,-2.97,6.68,60.95,CENTER,LOW,GREEN,YES,DRY,RAIN,STRAIGHT,MAINTAIN_SPEED
60.58,-0.34,16.69,2.04,CENTER,LOW,GREEN,NO,DRY,CLEAR,RIGHT,TURN_RIGHT
108.76,-0.55,3.92,90.24,RIGHT,LOW,GREEN,NO,WET,CLEAR,LEFT,MAINTAIN_SPEED
61.69,-1.4,14.07,55.18,CENTER,MEDIUM,GREEN,NO,DRY,CLEAR,STRAIGHT,MAINTAIN_SPEED
149.15,1.76,-20.39,109.43,LEFT,LOW,GREEN,NO,SLIPPERY,RAIN,LEFT,BRAKE
53.96,2.32,-19.89,43.44,CENTER,MEDIUM,GREEN,NO,DRY,CLEAR,RIGHT,TURN_RIGHT
99.45,3.56,-16.84,18.36,CENTER,MEDIUM,GREEN,NO,SLIPPERY,CLEAR,LEFT,BRAKE
111.03,-3.63,-25.16,192.95,CENTER,MEDIUM,GREEN,YES,DRY,CLEAR,LEFT,TURN_LEFT
4.74,3.45,-4.63,23.01,CENTER,LOW,GREEN,NO,DRY,RAIN,STRAIGHT,MAINTAIN_SPEED
119.55,-3.91,-23.14,88.04,CENTER,LOW,NONE,NO,SLIPPERY,CLEAR,LEFT,BRAKE
149.74,7.6,-3.43,176.77,LEFT,MEDIUM,NONE,NO,WET,CLEAR,STRAIGHT,MAINTAIN_SPEED
45.86,-2.32,9.66,129.98,CENTER,HIGH,GREEN,NO,DRY,CLEAR,STRAIGHT,CHANGE_LANE_RIGHT
7.77,-1.74,-11.33,72.14,CENTER,MEDIUM,GREEN,NO,SLIPPERY,RAIN,STRAIGHT,ACCELERATE
60.08,0.85,-8.04,167.99,RIGHT,MEDIUM,GREEN,NO,SLIPPERY,CLEAR,STRAIGHT,BRAKE
125.3,0.75,11.4,117.87,RIGHT,MEDIUM,GREEN,NO,SLIPPERY,CLEAR,LEFT,BRAKE
39.42,3.04,-11.45,167.06,CENTER,HIGH,GREEN,NO,DRY,CLEAR,STRAIGHT,CHANGE_LANE_LEFT
39.19,-3.42,-15.46,88.08,CENTER,HIGH,GREEN,NO,DRY,CLEAR,RIGHT,TURN_RIGHT
97.35,1.0,11.75,186.41,CENTER,LOW,GREEN,NO,DRY,CLEAR,STRAIGHT,MAINTAIN_SPEED
147.63,-4.17,9.34,27.48,CENTER,MEDIUM,GREEN,NO,DRY,RAIN,LEFT,TURN_LEFT
64.8,0.24,0.85,60.7,CENTER,HIGH,NONE,NO,DRY,CLEAR,STRAIGHT,CHANGE_LANE_RIGHT
67.78,-1.27,-7.07,69.76,LEFT,MEDIUM,GREEN,NO,DRY,CLEAR,STRAIGHT,MAINTAIN_SPEED
63.26,3.51,-0.83,69.77,CENTER,LOW,RED,NO,DRY,CLEAR,RIGHT,STOP
87.96,2.38,-30.39,151.14,CENTER,MEDIUM,NONE,NO,DRY,CLEAR,STRAIGHT,MAINTAIN_SPEED
103.51,4.03,-3.99,102.1,LEFT,MEDIUM,NONE,NO,DRY,FOG,STRAIGHT,MAINTAIN_SPEED
70.66,1.92,12.46,154.59,CENTER,MEDIUM,GREEN,NO,WET,CLEAR,STRAIGHT,MAINTAIN_SPEED
136.79,-2.99,-2.46,123.69,CENTER,MEDIUM,GREEN,NO,DRY,CLEAR,STRAIGHT,MAINTAIN_SPEED
42.85,0.29,26.68,54.11,LEFT,MEDIUM,GREEN,NO,WET,CLEAR,STRAIGHT,MAINTAIN_SPEED
107.54,1.99,-6.19,69.09,CENTER,MEDIUM,YELLOW,NO,SLIPPERY,CLEAR,RIGHT,BRAKE
2.97,-0.48,-7.59,13.97,LEFT,MEDIUM,YELLOW,NO,WET,RAIN,RIGHT,BRAKE
83.78,0.25,-19.43,199.83,CENTER,HIGH,GREEN,NO,SLIPPERY,CLEAR,RIGHT,BRAKE
53.77,-0.1,-9.25,93.34,CENTER,LOW,YELLOW,NO,WET,RAIN,STRAIGHT,MAINTAIN_SPEED
93.78,6.5,0.05,49.28,RIGHT,MEDIUM,GREEN,NO,DRY,CLEAR,STRAIGHT,MAINTAIN_SPEED
35.91,-1.79,-1.07,58.71,CENTER,MEDIUM,RED,YES,DRY,CLEAR,LEFT,BRAKE
3.94,2.21,-21.78,181.44,CENTER,MEDIUM,GREEN,NO,DRY,RAIN,STRAIGHT,ACCELERATE
23.66,1.12,10.28,99.24,LEFT,MEDIUM,RED,YES,DRY,CLEAR,STRAIGHT,BRAKE
115.97,-3.06,28.01,57.41,CENTER,MEDIUM,GREEN,NO,DRY,CLEAR,STRAIGHT,MAINTAIN_SPEED
121.03,-2.51,-0.83,15.21,RIGHT,HIGH,NONE,NO,WET,FOG,STRAIGHT,BRAKE
6.29,1.79,-3.69,137.02,CENTER,MEDIUM,GREEN,NO,SLIPPERY,CLEAR,STRAIGHT,ACCELERATE
82.73,0.39,-1.68,155.99,CENTER,LOW,RED,NO,DRY,FOG,STRAIGHT,STOP
104.3,3.88,-27.08,138.91,LEFT,LOW,RED,NO,DRY,CLEAR,RIGHT,STOP
120.73,0.05,-15.88,79.82,CENTER,LOW,NONE,NO,DRY,CLEAR,STRAIGHT,MAINTAIN_SPEED
119.71,3.28,-15.91,137.54,RIGHT,LOW,GREEN,NO,SLIPPERY,CLEAR,STRAIGHT,BRAKE
145.53,0.06,-21.17,179.56,RIGHT,MEDIUM,GREEN,NO,DRY,CLEAR,STRAIGHT,MAINTAIN_SPEED
21.66,0.42,-13.56,13.07,CENTER,LOW,YELLOW,NO,DRY,CLEAR,STRAIGHT,BRAKE
114.8,-1.07,-0.9,196.61,CENTER,MEDIUM,GREEN,NO,DRY,CLEAR,LEFT,MAINTAIN_SPEED
135.7,-0.21,-21.01,79.36,RIGHT,LOW,GREEN,NO,DRY,CLEAR,STRAIGHT,MAINTAIN_SPEED
125.77,4.99,19.39,14.12,RIGHT,LOW,GREEN,NO,DRY,FOG,LEFT,BRAKE
18.37,1.45,-11.37,85.62,CENTER,MEDIUM,GREEN,NO,DRY,FOG,STRAIGHT,MAINTAIN_SPEED
145.21,-2.98,-28.19,62.51,CENTER,LOW,NONE,NO,DRY,CLEAR,RIGHT,TURN_RIGHT
84.45,-0.69,-11.55,78.77,CENTER,LOW,GREEN,NO,SLIPPERY,CLEAR,STRAIGHT,BRAKE
67.31,-2.82,-2.65,154.98,CENTER,MEDIUM,YELLOW,YES,DRY,CLEAR,STRAIGHT,BRAKE
1.14,-4.23,16.19,133.4,RIGHT,HIGH,NONE,NO,DRY,CLEAR,STRAIGHT,ACCELERATE
58.3,3.29,-7.39,82.57,RIGHT,MEDIUM,GREEN,NO,DRY,RAIN,RIGHT,MAINTAIN_SPEED
140.94,2.11,-4.29,42.34,RIGHT,MEDIUM,GREEN,NO,DRY,CLEAR,LEFT,MAINTAIN_SPEED
110.92,6.36,8.08,192.15,CENTER,LOW,YELLOW,NO,DRY,CLEAR,RIGHT,BRAKE
84.76,2.6,-16.89,153.32,RIGHT,HIGH,NONE,YES,DRY,CLEAR,STRAIGHT,CHANGE_LANE_LEFT
96.18,-3.46,-7.12,28.25,CENTER,MEDIUM,GREEN,NO,DRY,CLEAR,STRAIGHT,BRAKE
33.67,-0.2,-9.72,31.15,CENTER,LOW,RED,NO,WET,CLEAR,STRAIGHT,BRAKE
96.96,1.51,3.03,198.22,RIGHT,MEDIUM,RED,NO,DRY,CLEAR,STRAIGHT,STOP
17.25,-0.97,-32.53,195.71,RIGHT,HIGH,RED,NO,DRY,CLEAR,STRAIGHT,BRAKE
37.96,-0.74,-10.61,59.1,RIGHT,LOW,RED,NO,DRY,RAIN,STRAIGHT,BRAKE
78.65,3.18,-12.04,25.98,RIGHT,HIGH,NONE,NO,WET,CLEAR,LEFT,TURN_LEFT
62.92,1.04,-4.61,32.44,CENTER,HIGH,GREEN,NO,SLIPPERY,CLEAR,STRAIGHT,BRAKE
45.98,-2.91,-4.51,88.64,CENTER,LOW,GREEN,NO,DRY,RAIN,STRAIGHT,MAINTAIN_SPEED
133.67,3.83,16.89,150.89,CENTER,LOW,GREEN,YES,DRY,CLEAR,LEFT,TURN_LEFT
30.98,0.43,-8.06,88.3,RIGHT,LOW,RED,YES,SLIPPERY,CLEAR,STRAIGHT,BRAKE
45.95,-0.08,17.89,18.95,LEFT,MEDIUM,YELLOW,NO,SLIPPERY,CLEAR,LEFT,TURN_LEFT
3.04,1.04,16.35,35.61,CENTER,MEDIUM,NONE,NO,DRY,CLEAR,RIGHT,TURN_RIGHT
29.96,-0.25,9.23,18.43,RIGHT,MEDIUM,GREEN,NO,DRY,RAIN,STRAIGHT,MAINTAIN_SPEED
81.51,-0.34,-22.87,79.44,LEFT,HIGH,RED,NO,DRY,CLEAR,RIGHT,STOP
49.46,5.54,-14.09,132.67,LEFT,MEDIUM,GREEN,NO,DRY,RAIN,STRAIGHT,MAINTAIN_SPEED
25.78,0.07,-7.21,23.28,CENTER,MEDIUM,RED,YES,DRY,CLEAR,STRAIGHT,BRAKE
63.1,-1.66,-11.18,155.9,CENTER,HIGH,GREEN,NO,SLIPPERY,CLEAR,STRAIGHT,BRAKE
111.56,2.54,8.58,118.72,CENTER,MEDIUM,RED,NO,DRY,CLEAR,LEFT,STOP
6.62,-0.41,9.24,170.93,CENTER,LOW,GREEN,NO,WET,RAIN,STRAIGHT,ACCELERATE
47.88,-1.74,-3.53,167.4,CENTER,MEDIUM,GREEN,NO,DRY,RAIN,STRAIGHT,MAINTAIN_SPEED
96.73,1.92,-0.78,101.38,RIGHT,MEDIUM,GREEN,NO,DRY,FOG,STRAIGHT,MAINTAIN_SPEED
101.48,-4.52,11.89,105.5,RIGHT,MEDIUM,NONE,YES,WET,CLEAR,RIGHT,TURN_RIGHT
97.97,-0.51,1.75,132.37,RIGHT,MEDIUM,GREEN,NO,DRY,CLEAR,STRAIGHT,MAINTAIN_SPEED
140.97,2.54,3.75,14.31,CENTER,LOW,GREEN,NO,SLIPPERY,CLEAR,STRAIGHT,BRAKE
137.02,0.62,-21.56,194.26,CENTER,HIGH,NONE,YES,DRY,CLEAR,STRAIGHT,CHANGE_LANE_LEFT
60.48,-5.24,-13.4,196.66,CENTER,LOW,YELLOW,YES,DRY,RAIN,LEFT,BRAKE
92.57,-3.38,-21.79,150.59,LEFT,LOW,YELLOW,NO,WET,RAIN,STRAIGHT,BRAKE
8.99,-1.34,19.51,10.32,RIGHT,LOW,RED,YES,DRY,CLEAR,RIGHT,STOP
10.63,2.02,3.41,57.34,CENTER,LOW,YELLOW,NO,WET,RAIN,STRAIGHT,MAINTAIN_SPEED
57.44,0.43,-15.02,135.75,CENTER,MEDIUM,NONE,NO,WET,CLEAR,STRAIGHT,MAINTAIN_SPEED
12.99,2.58,-19.09,83.35,RIGHT,LOW,RED,NO,SLIPPERY,FOG,STRAIGHT,BRAKE
88.68,2.13,27.9,170.22,LEFT,MEDIUM,GREEN,YES,DRY,FOG,LEFT,TURN_LEFT
73.39,-2.09,5.48,37.77,RIGHT,MEDIUM,YELLOW,NO,DRY,RAIN,LEFT,BRAKE
109.49,2.09,-3.94,19.91,CENTER,LOW,RED,NO,DRY,CLEAR,STRAIGHT,STOP
21.2,-3.06,-25.28,6.76,CENTER,HIGH,NONE,NO,DRY,CLEAR,LEFT,TURN_LEFT
49.45,1.27,-7.17,38.83,RIGHT,MEDIUM,NONE,NO,DRY,CLEAR,LEFT,MAINTAIN_SPEED
141.21,-1.9,-15.72,54.46,CENTER,LOW,GREEN,NO,DRY,CLEAR,STRAIGHT,MAINTAIN_SPEED
51.85,-1.97,-7.26,53.61,CENTER,LOW,RED,NO,DRY,CLEAR,STRAIGHT,BRAKE
41.95,3.11,-26.38,145.44,CENTER,HIGH,GREEN,NO,DRY,FOG,STRAIGHT,CHANGE_LANE_LEFT
78.11,2.46,-1.3,165.37,LEFT,MEDIUM,GREEN,NO,DRY,RAIN,STRAIGHT,MAINTAIN_SPEED
74.55,-0.34,-6.18,178.87,CENTER,LOW,YELLOW,YES,DRY,CLEAR,STRAIGHT,BRAKE
4.74,1.29,-13.29,82.42,CENTER,LOW,RED,NO,DRY,RAIN,STRAIGHT,BRAKE
129.44,-0.57,-4.11,190.41,RIGHT,MEDIUM,NONE,NO,DRY,CLEAR,LEFT,MAINTAIN_SPEED
101.61,-1.24,1.51,95.1,RIGHT,HIGH,NONE,NO,WET,CLEAR,STRAIGHT,MAINTAIN_SPEED
25.71,-3.47,0.83,173.36,RIGHT,LOW,RED,NO,WET,RAIN,LEFT,BRAKE
129.44,0.77,11.46,153.42,CENTER,MEDIUM,NONE,YES,WET,CLEAR,STRAIGHT,MAINTAIN_SPEED
16.13,4.18,22.16,66.36,CENTER,MEDIUM,GREEN,NO,DRY,CLEAR,STRAIGHT,ACCELERATE
143.43,-0.62,-15.82,142.72,CENTER,LOW,GREEN,NO,DRY,CLEAR,LEFT,TURN_LEFT
137.01,-0.42,-0.22,119.96,RIGHT,MEDIUM,GREEN,NO,WET,CLEAR,STRAIGHT,MAINTAIN_SPEED
130.63,1.9,-13.98,140.21,LEFT,HIGH,NONE,YES,WET,CLEAR,STRAIGHT,MAINTAIN_SPEED
103.08,-0.7,21.34,53.17,LEFT,LOW,YELLOW,NO,SLIPPERY,FOG,STRAIGHT,BRAKE
102.21,-2.08,-6.1,191.36,CENTER,MEDIUM,NONE,NO,WET,RAIN,RIGHT,MAINTAIN_SPEED
10.92,-1.59,0.6,133.32,RIGHT,LOW,RED,NO,SLIPPERY,CLEAR,RIGHT,BRAKE
45.37,-3.46,-9.71,67.84,CENTER,MEDIUM,GREEN,NO,SLIPPERY,RAIN,STRAIGHT,MAINTAIN_SPEED
14.72,-1.15,3.41,80.71,CENTER,HIGH,RED,NO,DRY,CLEAR,STRAIGHT,BRAKE
91.56,0.66,-7.11,25.82,CENTER,HIGH,GREEN,NO,DRY,RAIN,RIGHT,MAINTAIN_SPEED
97.97,-0.23,16.56,77.1,RIGHT,HIGH,YELLOW,NO,WET,CLEAR,STRAIGHT,BRAKE
129.97,-4.53,15.33,54.9,CENTER,MEDIUM,RED,NO,DRY,CLEAR,STRAIGHT,STOP
97.58,1.27,5.26,182.01,LEFT,HIGH,GREEN,NO,DRY,RAIN,STRAIGHT,MAINTAIN_SPEED
21.42,-1.22,-2.31,172.91,RIGHT,MEDIUM,RED,NO,DRY,CLEAR,STRAIGHT,BRAKE
